Transaction_ID,InvoiceDate,epochtime
536573,12/1/10 15:45,1291218300
536574,12/1/10 15:46,1291218360
536575,12/1/10 16:01,1291219260
536576,12/1/10 16:11,1291219860
536577,12/1/10 16:13,1291219980
536578,12/1/10 16:15,1291220100
536579,12/1/10 16:16,1291220160
536580,12/1/10 16:17,1291220220
536581,12/1/10 16:19,1291220340
536582,12/1/10 16:21,1291220460
536583,12/1/10 16:21,1291220460
536584,12/1/10 16:22,1291220520
536585,12/1/10 16:24,1291220640
536586,12/1/10 16:25,1291220700
536587,12/1/10 16:33,1291221180
536588,12/1/10 16:49,1291222140
536590,12/1/10 16:52,1291222320
536591,12/1/10 16:57,1291222620
536592,12/1/10 17:06,1291223160
536593,12/1/10 17:15,1291223700
536594,12/1/10 17:22,1291224120
536595,12/1/10 17:24,1291224240
536596,12/1/10 17:29,1291224540
536597,12/1/10 17:35,1291224900
536598,12/2/10 7:48,1291276080
536599,12/2/10 7:49,1291276140
536600,12/2/10 8:32,1291278720
536601,12/2/10 8:33,1291278780
536602,12/2/10 8:34,1291278840
536603,12/2/10 8:40,1291279200
536604,12/2/10 8:43,1291279380
536605,12/2/10 8:52,1291279920
536607,12/2/10 9:29,1291282140
536608,12/2/10 9:37,1291282620
536609,12/2/10 9:41,1291282860
536610,12/2/10 9:42,1291282920
536611,12/2/10 9:43,1291282980
536612,12/2/10 9:44,1291283040
536613,12/2/10 9:44,1291283040
536614,12/2/10 9:44,1291283040
536615,12/2/10 10:09,1291284540
536616,12/2/10 10:10,1291284600
536617,12/2/10 10:17,1291285020
536618,12/2/10 10:17,1291285020
536619,12/2/10 10:18,1291285080
536620,12/2/10 10:27,1291285620
536621,12/2/10 10:35,1291286100
536623,12/2/10 10:39,1291286340
536624,12/2/10 10:45,1291286700
536626,12/2/10 10:46,1291286760
536627,12/2/10 10:53,1291287180
536628,12/2/10 10:54,1291287240
536629,12/2/10 10:55,1291287300
536630,12/2/10 10:56,1291287360
536631,12/2/10 10:58,1291287480
536632,12/2/10 11:02,1291287720
536633,12/2/10 11:20,1291288800
536634,12/2/10 11:21,1291288860
536635,12/2/10 11:22,1291288920
536636,12/2/10 11:23,1291288980
536637,12/2/10 11:35,1291289700
536638,12/2/10 11:41,1291290060
536639,12/2/10 11:45,1291290300
536640,12/2/10 11:45,1291290300
536641,12/2/10 11:46,1291290360
536643,12/2/10 11:57,1291291020
536663,12/2/10 12:07,1291291620
536667,12/2/10 12:09,1291291740
536670,12/2/10 12:09,1291291740
536671,12/2/10 12:10,1291291800
536672,12/2/10 12:10,1291291800
536673,12/2/10 12:11,1291291860
536674,12/2/10 12:16,1291292160
536676,12/2/10 12:18,1291292280
536681,12/2/10 12:22,1291292520
536685,12/2/10 12:23,1291292580
536688,12/2/10 12:24,1291292640
536690,12/2/10 12:25,1291292700
536693,12/2/10 12:26,1291292760
536698,12/2/10 12:28,1291292880
536707,12/2/10 12:33,1291293180
536732,12/2/10 12:47,1291294020
536733,12/2/10 12:50,1291294200
536735,12/2/10 12:58,1291294680
536736,12/2/10 12:59,1291294740
536738,12/2/10 13:06,1291295160
536739,12/2/10 13:08,1291295280
536740,12/2/10 13:08,1291295280
536741,12/2/10 13:11,1291295460
536742,12/2/10 13:14,1291295640
536743,12/2/10 13:32,1291296720
536744,12/2/10 13:36,1291296960
536745,12/2/10 13:38,1291297080
536746,12/2/10 13:39,1291297140
536747,12/2/10 13:44,1291297440
536748,12/2/10 13:45,1291297500
536749,12/2/10 13:49,1291297740
536750,12/2/10 14:04,1291298640
536751,12/2/10 14:05,1291298700
536752,12/2/10 14:06,1291298760
536753,12/2/10 14:07,1291298820
536754,12/2/10 14:09,1291298940
536755,12/2/10 14:14,1291299240
536756,12/2/10 14:23,1291299780
536759,12/2/10 14:26,1291299960
536761,12/2/10 14:30,1291300200
536762,12/2/10 14:40,1291300800
536763,12/2/10 14:42,1291300920
536769,12/2/10 14:47,1291301220
536771,12/2/10 14:49,1291301340
536777,12/2/10 15:00,1291302000
536778,12/2/10 15:03,1291302180
536780,12/2/10 15:09,1291302540
536781,12/2/10 15:14,1291302840
536782,12/2/10 15:18,1291303080
536783,12/2/10 15:19,1291303140
536784,12/2/10 15:20,1291303200
536785,12/2/10 15:22,1291303320
536786,12/2/10 15:23,1291303380
536787,12/2/10 15:24,1291303440
536788,12/2/10 15:25,1291303500
536789,12/2/10 15:25,1291303500
536790,12/2/10 15:26,1291303560
536791,12/2/10 15:27,1291303620
536792,12/2/10 15:28,1291303680
536793,12/2/10 15:39,1291304340
536794,12/2/10 15:40,1291304400
536795,12/2/10 15:40,1291304400
536796,12/2/10 15:46,1291304760
536797,12/2/10 15:49,1291304940
536798,12/2/10 15:55,1291305300
536799,12/2/10 16:00,1291305600
536800,12/2/10 16:12,1291306320
536801,12/2/10 16:12,1291306320
536802,12/2/10 16:29,1291307340
536803,12/2/10 16:33,1291307580
536804,12/2/10 16:34,1291307640
536805,12/2/10 16:38,1291307880
536806,12/2/10 16:42,1291308120
536808,12/2/10 16:46,1291308360
536809,12/2/10 16:48,1291308480
536810,12/2/10 16:50,1291308600
536811,12/2/10 16:51,1291308660
536813,12/2/10 16:59,1291309140
536819,12/2/10 17:12,1291309920
536821,12/2/10 17:17,1291310220
536823,12/2/10 17:22,1291310520
536824,12/2/10 17:24,1291310640
536830,12/2/10 17:38,1291311480
536831,12/2/10 17:40,1291311600
536832,12/2/10 17:41,1291311660
536833,12/2/10 17:48,1291312080
536834,12/2/10 17:51,1291312260
536835,12/2/10 18:06,1291313160
536836,12/2/10 18:08,1291313280
536837,12/2/10 18:15,1291313700
536838,12/2/10 18:23,1291314180
536839,12/2/10 18:25,1291314300
536840,12/2/10 18:27,1291314420
536841,12/2/10 18:27,1291314420
536842,12/2/10 18:45,1291315500
536843,12/2/10 18:46,1291315560
536844,12/2/10 18:49,1291315740
536845,12/2/10 19:18,1291317480
536846,12/2/10 19:59,1291319940
536847,12/3/10 9:31,1291368660
536848,12/3/10 9:39,1291369140
536849,12/3/10 9:45,1291369500
536851,12/3/10 9:49,1291369740
536852,12/3/10 9:51,1291369860
536856,12/3/10 10:26,1291371960
536857,12/3/10 10:33,1291372380
536858,12/3/10 10:36,1291372560
536859,12/3/10 10:43,1291372980
536860,12/3/10 10:43,1291372980
536861,12/3/10 10:44,1291373040
536862,12/3/10 11:13,1291374780
536863,12/3/10 11:19,1291375140
536864,12/3/10 11:27,1291375620
536865,12/3/10 11:28,1291375680
536866,12/3/10 11:28,1291375680
536874,12/3/10 11:35,1291376100
536876,12/3/10 11:36,1291376160
536883,12/3/10 11:41,1291376460
536884,12/3/10 11:42,1291376520
536885,12/3/10 11:42,1291376520
536890,12/3/10 11:48,1291376880
536920,12/3/10 12:01,1291377660
536938,12/3/10 12:05,1291377900
536943,12/3/10 12:11,1291378260
536944,12/3/10 12:20,1291378800
536945,12/3/10 12:24,1291379040
536946,12/3/10 12:28,1291379280
536947,12/3/10 12:29,1291379340
536954,12/3/10 12:41,1291380060
536956,12/3/10 12:43,1291380180
536957,12/3/10 12:43,1291380180
536960,12/3/10 12:48,1291380480
536967,12/3/10 12:57,1291381020
536968,12/3/10 13:09,1291381740
536969,12/3/10 13:10,1291381800
536970,12/3/10 13:12,1291381920
536971,12/3/10 13:40,1291383600
536972,12/3/10 13:42,1291383720
536973,12/3/10 13:43,1291383780
536974,12/3/10 13:59,1291384740
536975,12/3/10 14:04,1291385040
536976,12/3/10 14:18,1291385880
536977,12/3/10 14:18,1291385880
536980,12/3/10 14:26,1291386360
536981,12/3/10 14:26,1291386360
536982,12/3/10 14:27,1291386420
536983,12/3/10 14:30,1291386600
536984,12/3/10 14:35,1291386900
536985,12/3/10 14:40,1291387200
536986,12/3/10 14:40,1291387200
536987,12/3/10 14:54,1291388040
536988,12/3/10 15:05,1291388700
536989,12/3/10 15:10,1291389000
536990,12/3/10 15:14,1291389240
536991,12/3/10 15:16,1291389360
536992,12/3/10 15:16,1291389360
536993,12/3/10 15:19,1291389540
536994,12/3/10 15:25,1291389900
537022,12/3/10 15:45,1291391100
537023,12/3/10 16:02,1291392120
537025,12/3/10 16:21,1291393260
537026,12/3/10 16:35,1291394100
537030,12/3/10 16:44,1291394640
537031,12/3/10 16:45,1291394700
537034,12/3/10 17:20,1291396800
537035,12/3/10 17:21,1291396860
537036,12/3/10 17:28,1291397280
537037,12/5/10 10:03,1291543380
537038,12/5/10 10:12,1291543920
537040,12/5/10 10:27,1291544820
537041,12/5/10 10:36,1291545360
537042,12/5/10 10:45,1291545900
537044,12/5/10 10:52,1291546320
537045,12/5/10 10:54,1291546440
537046,12/5/10 10:58,1291546680
537047,12/5/10 11:02,1291546920
537048,12/5/10 11:03,1291546980
537049,12/5/10 11:04,1291547040
537050,12/5/10 11:10,1291547400
537051,12/5/10 11:12,1291547520
537052,12/5/10 11:15,1291547700
537053,12/5/10 11:38,1291549080
537054,12/5/10 11:40,1291549200
537055,12/5/10 11:45,1291549500
537057,12/5/10 11:49,1291549740
537058,12/5/10 11:51,1291549860
537059,12/5/10 11:54,1291550040
537065,12/5/10 11:57,1291550220
537067,12/5/10 11:57,1291550220
537077,12/5/10 11:59,1291550340
537081,12/5/10 12:00,1291550400
537086,12/5/10 12:01,1291550460
537090,12/5/10 12:02,1291550520
537111,12/5/10 12:08,1291550880
537117,12/5/10 12:09,1291550940
537126,12/5/10 12:13,1291551180
537127,12/5/10 12:13,1291551180
537128,12/5/10 12:15,1291551300
537129,12/5/10 12:15,1291551300
537130,12/5/10 12:23,1291551780
537131,12/5/10 12:26,1291551960
537133,12/5/10 12:29,1291552140
537134,12/5/10 12:34,1291552440
537135,12/5/10 12:35,1291552500
537136,12/5/10 12:42,1291552920
537137,12/5/10 12:43,1291552980
537138,12/5/10 12:44,1291553040
537139,12/5/10 12:47,1291553220
537140,12/5/10 12:53,1291553580
537141,12/5/10 12:57,1291553820
537142,12/5/10 12:57,1291553820
537144,12/5/10 13:00,1291554000
537153,12/5/10 13:03,1291554180
537154,12/5/10 13:05,1291554300
537155,12/5/10 13:05,1291554300
537156,12/5/10 13:08,1291554480
537158,12/5/10 13:10,1291554600
537159,12/5/10 13:17,1291555020
537160,12/5/10 13:18,1291555080
537163,12/5/10 13:21,1291555260
537176,12/5/10 13:26,1291555560
537179,12/5/10 13:29,1291555740
537192,12/5/10 13:42,1291556520
537193,12/5/10 13:49,1291556940
537194,12/5/10 13:53,1291557180
537195,12/5/10 13:55,1291557300
537196,12/5/10 13:55,1291557300
537197,12/5/10 14:02,1291557720
537198,12/5/10 14:03,1291557780
537199,12/5/10 14:06,1291557960
537200,12/5/10 14:17,1291558620
537201,12/5/10 14:19,1291558740
537202,12/5/10 14:25,1291559100
537204,12/5/10 14:45,1291560300
537205,12/5/10 14:52,1291560720
537206,12/5/10 15:02,1291561320
537207,12/5/10 15:06,1291561560
537208,12/5/10 15:12,1291561920
537209,12/5/10 15:12,1291561920
537210,12/5/10 15:15,1291562100
537211,12/5/10 15:18,1291562280
537212,12/5/10 15:21,1291562460
537213,12/5/10 15:26,1291562760
537214,12/5/10 15:35,1291563300
537215,12/5/10 15:38,1291563480
537216,12/5/10 15:40,1291563600
537217,12/5/10 15:40,1291563600
537218,12/5/10 15:46,1291563960
537219,12/5/10 15:47,1291564020
537220,12/5/10 15:49,1291564140
537221,12/5/10 15:54,1291564440
537222,12/5/10 16:00,1291564800
537223,12/5/10 16:10,1291565400
537224,12/5/10 16:24,1291566240
537225,12/5/10 16:41,1291567260
537226,12/6/10 8:34,1291624440
537227,12/6/10 8:42,1291624920
537228,12/6/10 8:43,1291624980
537229,12/6/10 8:44,1291625040
537230,12/6/10 9:20,1291627200
537231,12/6/10 9:21,1291627260
537233,12/6/10 9:37,1291628220
537235,12/6/10 9:45,1291628700
537236,12/6/10 9:52,1291629120
537237,12/6/10 9:58,1291629480
537238,12/6/10 10:03,1291629780
537239,12/6/10 10:05,1291629900
537240,12/6/10 10:08,1291630080
537241,12/6/10 10:18,1291630680
537242,12/6/10 10:19,1291630740
537243,12/6/10 10:19,1291630740
537244,12/6/10 10:20,1291630800
537245,12/6/10 10:24,1291631040
537246,12/6/10 10:27,1291631220
537247,12/6/10 10:34,1291631640
537248,12/6/10 10:36,1291631760
537249,12/6/10 10:38,1291631880
537250,12/6/10 10:43,1291632180
537252,12/6/10 10:46,1291632360
537253,12/6/10 10:53,1291632780
537254,12/6/10 11:01,1291633260
537255,12/6/10 11:03,1291633380
537256,12/6/10 11:06,1291633560
537257,12/6/10 11:10,1291633800
537258,12/6/10 11:16,1291634160
537262,12/6/10 11:26,1291634760
537265,12/6/10 11:26,1291634760
537298,12/6/10 11:37,1291635420
537301,12/6/10 11:38,1291635480
537312,12/6/10 11:42,1291635720
537313,12/6/10 11:42,1291635720
537332,12/6/10 11:58,1291636680
537334,12/6/10 12:06,1291637160
537335,12/6/10 12:15,1291637700
537346,12/6/10 12:21,1291638060
537350,12/6/10 12:23,1291638180
537351,12/6/10 12:23,1291638180
537354,12/6/10 12:23,1291638180
537359,12/6/10 12:30,1291638600
537360,12/6/10 12:31,1291638660
537362,12/6/10 12:34,1291638840
537365,12/6/10 12:38,1291639080
537366,12/6/10 12:39,1291639140
537367,12/6/10 12:39,1291639140
537368,12/6/10 12:40,1291639200
537369,12/6/10 12:41,1291639260
537370,12/6/10 12:44,1291639440
537371,12/6/10 12:47,1291639620
537372,12/6/10 12:52,1291639920
537374,12/6/10 12:55,1291640100
537375,12/6/10 12:55,1291640100
537376,12/6/10 12:59,1291640340
537377,12/6/10 13:01,1291640460
537378,12/6/10 13:06,1291640760
537380,12/6/10 13:12,1291641120
537381,12/6/10 13:13,1291641180
537382,12/6/10 13:13,1291641180
537384,12/6/10 13:21,1291641660
537385,12/6/10 13:22,1291641720
537386,12/6/10 13:32,1291642320
537387,12/6/10 13:34,1291642440
537388,12/6/10 13:35,1291642500
537389,12/6/10 13:41,1291642860
537390,12/6/10 13:47,1291643220
537391,12/6/10 13:53,1291643580
537392,12/6/10 13:58,1291643880
537393,12/6/10 13:59,1291643940
537394,12/6/10 14:00,1291644000
537395,12/6/10 14:05,1291644300
537396,12/6/10 14:08,1291644480
537397,12/6/10 14:19,1291645140
537399,12/6/10 14:31,1291645860
537400,12/6/10 14:36,1291646160
537403,12/6/10 14:43,1291646580
537404,12/6/10 14:46,1291646760
537405,12/6/10 14:51,1291647060
537407,12/6/10 14:55,1291647300
537409,12/6/10 15:00,1291647600
537410,12/6/10 15:03,1291647780
537411,12/6/10 15:06,1291647960
537412,12/6/10 15:06,1291647960
537415,12/6/10 15:09,1291648140
537418,12/6/10 15:13,1291648380
537419,12/6/10 15:14,1291648440
537420,12/6/10 15:18,1291648680
537421,12/6/10 15:25,1291649100
537422,12/6/10 15:27,1291649220
537423,12/6/10 15:34,1291649640
537424,12/6/10 15:35,1291649700
537428,12/6/10 15:38,1291649880
537429,12/6/10 15:54,1291650840
537433,12/6/10 16:36,1291653360
537434,12/6/10 16:57,1291654620
537435,12/6/10 16:58,1291654680
537440,12/6/10 17:16,1291655760
537441,12/6/10 17:26,1291656360
537442,12/6/10 17:29,1291656540
537446,12/7/10 9:13,1291713180
537447,12/7/10 9:21,1291713660
537448,12/7/10 9:23,1291713780
537456,12/7/10 9:43,1291714980
537457,12/7/10 9:51,1291715460
537458,12/7/10 9:55,1291715700
537459,12/7/10 9:57,1291715820
537460,12/7/10 10:04,1291716240
537461,12/7/10 10:06,1291716360
537462,12/7/10 10:06,1291716360
537463,12/7/10 10:08,1291716480
537464,12/7/10 10:14,1291716840
537465,12/7/10 10:32,1291717920
537467,12/7/10 10:36,1291718160
537468,12/7/10 10:36,1291718160
537469,12/7/10 10:43,1291718580
537470,12/7/10 10:47,1291718820
537471,12/7/10 10:51,1291719060
537472,12/7/10 11:11,1291720260
537476,12/7/10 11:26,1291721160
537484,12/7/10 11:30,1291721400
537489,12/7/10 11:33,1291721580
537509,12/7/10 11:41,1291722060
537523,12/7/10 11:45,1291722300
537538,12/7/10 11:49,1291722540
537567,12/7/10 11:59,1291723140
537592,12/7/10 12:18,1291724280
537593,12/7/10 12:21,1291724460
537594,12/7/10 12:28,1291724880
537595,12/7/10 12:29,1291724940
537598,12/7/10 12:37,1291725420
537599,12/7/10 12:37,1291725420
537601,12/7/10 12:43,1291725780
537603,12/7/10 12:49,1291726140
537604,12/7/10 13:01,1291726860
537605,12/7/10 13:13,1291727580
537606,12/7/10 13:16,1291727760
537607,12/7/10 13:18,1291727880
537608,12/7/10 13:20,1291728000
537609,12/7/10 13:22,1291728120
537612,12/7/10 13:28,1291728480
537614,12/7/10 13:29,1291728540
537615,12/7/10 13:30,1291728600
537616,12/7/10 13:30,1291728600
537617,12/7/10 13:45,1291729500
537618,12/7/10 13:50,1291729800
537619,12/7/10 13:53,1291729980
537620,12/7/10 14:00,1291730400
537621,12/7/10 14:29,1291732140
537622,12/7/10 14:30,1291732200
537623,12/7/10 14:31,1291732260
537624,12/7/10 14:41,1291732860
537625,12/7/10 14:57,1291733820
537626,12/7/10 14:57,1291733820
537627,12/7/10 14:58,1291733880
537628,12/7/10 15:02,1291734120
537629,12/7/10 15:03,1291734180
537631,12/7/10 15:04,1291734240
537633,12/7/10 15:14,1291734840
537634,12/7/10 15:15,1291734900
537635,12/7/10 15:18,1291735080
537636,12/7/10 15:20,1291735200
537637,12/7/10 15:22,1291735320
537638,12/7/10 15:28,1291735680
537640,12/7/10 15:31,1291735860
537641,12/7/10 15:32,1291735920
537642,12/7/10 15:33,1291735980
537643,12/7/10 15:34,1291736040
537645,12/7/10 15:34,1291736040
537646,12/7/10 15:39,1291736340
537648,12/7/10 15:48,1291736880
537649,12/7/10 15:48,1291736880
537650,12/7/10 15:48,1291736880
537653,12/7/10 15:54,1291737240
537654,12/7/10 15:59,1291737540
537655,12/7/10 16:20,1291738800
537657,12/7/10 16:42,1291740120
537658,12/7/10 16:43,1291740180
537659,12/7/10 16:43,1291740180
537664,12/7/10 17:05,1291741500
537665,12/7/10 17:19,1291742340
537666,12/7/10 18:36,1291746960
537667,12/8/10 8:12,1291795920
537668,12/8/10 8:43,1291797780
537669,12/8/10 8:58,1291798680
537670,12/8/10 9:07,1291799220
537671,12/8/10 9:20,1291800000
537672,12/8/10 9:30,1291800600
537673,12/8/10 9:49,1291801740
537674,12/8/10 9:51,1291801860
537675,12/8/10 9:53,1291801980
537676,12/8/10 9:53,1291801980
537678,12/8/10 9:56,1291802160
537679,12/8/10 10:05,1291802700
537680,12/8/10 10:11,1291803060
537681,12/8/10 10:11,1291803060
537682,12/8/10 10:13,1291803180
537683,12/8/10 10:14,1291803240
537685,12/8/10 10:21,1291803660
537686,12/8/10 10:21,1291803660
537688,12/8/10 10:35,1291804500
537689,12/8/10 10:36,1291804560
537690,12/8/10 10:38,1291804680
537691,12/8/10 10:39,1291804740
537692,12/8/10 10:40,1291804800
537693,12/8/10 10:45,1291805100
537694,12/8/10 10:46,1291805160
537698,12/8/10 10:51,1291805460
537700,12/8/10 10:51,1291805460
537707,12/8/10 10:53,1291805580
537738,12/8/10 11:02,1291806120
537743,12/8/10 11:02,1291806120
537751,12/8/10 11:04,1291806240
537754,12/8/10 11:16,1291806960
537755,12/8/10 11:31,1291807860
537757,12/8/10 11:38,1291808280
537758,12/8/10 11:41,1291808460
537759,12/8/10 11:42,1291808520
537760,12/8/10 11:42,1291808520
537761,12/8/10 11:43,1291808580
537762,12/8/10 12:01,1291809660
537764,12/8/10 12:06,1291809960
537765,12/8/10 12:08,1291810080
537766,12/8/10 12:08,1291810080
537767,12/8/10 12:09,1291810140
537768,12/8/10 12:11,1291810260
537769,12/8/10 12:17,1291810620
537770,12/8/10 12:24,1291811040
537771,12/8/10 12:29,1291811340
537772,12/8/10 12:35,1291811700
537773,12/8/10 12:36,1291811760
537774,12/8/10 12:40,1291812000
537775,12/8/10 12:41,1291812060
537780,12/8/10 12:45,1291812300
537781,12/8/10 12:46,1291812360
537789,12/8/10 12:49,1291812540
537791,12/8/10 12:51,1291812660
537792,12/8/10 12:56,1291812960
537793,12/8/10 12:57,1291813020
537794,12/8/10 13:01,1291813260
537795,12/8/10 13:03,1291813380
537796,12/8/10 13:03,1291813380
537799,12/8/10 13:07,1291813620
537800,12/8/10 13:08,1291813680
537801,12/8/10 13:08,1291813680
537802,12/8/10 13:11,1291813860
537803,12/8/10 13:14,1291814040
537804,12/8/10 13:17,1291814220
537806,12/8/10 13:21,1291814460
537808,12/8/10 13:23,1291814580
537809,12/8/10 13:28,1291814880
537810,12/8/10 13:30,1291815000
537811,12/8/10 13:30,1291815000
537813,12/8/10 13:38,1291815480
537815,12/8/10 13:49,1291816140
537816,12/8/10 13:51,1291816260
537817,12/8/10 13:53,1291816380
537818,12/8/10 13:53,1291816380
537819,12/8/10 13:55,1291816500
537822,12/8/10 14:22,1291818120
537823,12/8/10 14:25,1291818300
537825,12/8/10 14:36,1291818960
537826,12/8/10 14:38,1291819080
537827,12/8/10 14:43,1291819380
537828,12/8/10 14:43,1291819380
537829,12/8/10 14:46,1291819560
537830,12/8/10 14:46,1291819560
537831,12/8/10 14:50,1291819800
537833,12/8/10 14:53,1291819980
537836,12/8/10 14:58,1291820280
537837,12/8/10 14:59,1291820340
537839,12/8/10 15:02,1291820520
537840,12/8/10 15:03,1291820580
537841,12/8/10 15:10,1291821000
537842,12/8/10 15:12,1291821120
537843,12/8/10 15:16,1291821360
537844,12/8/10 15:17,1291821420
537845,12/8/10 15:23,1291821780
537846,12/8/10 15:25,1291821900
537847,12/8/10 15:33,1291822380
537848,12/8/10 15:35,1291822500
537849,12/8/10 15:35,1291822500
537850,12/8/10 15:38,1291822680
537851,12/8/10 15:39,1291822740
537852,12/8/10 15:56,1291823760
537854,12/8/10 15:58,1291823880
537855,12/8/10 15:59,1291823940
537858,12/8/10 16:06,1291824360
537859,12/8/10 16:11,1291824660
537861,12/8/10 16:18,1291825080
537862,12/8/10 16:21,1291825260
537863,12/8/10 16:29,1291825740
537864,12/8/10 16:34,1291826040
537865,12/8/10 16:34,1291826040
537866,12/8/10 16:45,1291826700
537867,12/8/10 16:48,1291826880
537868,12/8/10 16:49,1291826940
537871,12/8/10 17:20,1291828800
537879,12/9/10 8:34,1291883640
537880,12/9/10 9:14,1291886040
537881,12/9/10 9:23,1291886580
537882,12/9/10 9:25,1291886700
537883,12/9/10 9:27,1291886820
537884,12/9/10 9:30,1291887000
537885,12/9/10 9:34,1291887240
537886,12/9/10 9:49,1291888140
537887,12/9/10 10:00,1291888800
537888,12/9/10 10:04,1291889040
537889,12/9/10 10:04,1291889040
537890,12/9/10 10:04,1291889040
537891,12/9/10 10:05,1291889100
537892,12/9/10 10:13,1291889580
537894,12/9/10 10:16,1291889760
537895,12/9/10 10:30,1291890600
537896,12/9/10 10:33,1291890780
537897,12/9/10 10:37,1291891020
537898,12/9/10 10:42,1291891320
537899,12/9/10 10:44,1291891440
537900,12/9/10 10:45,1291891500
537901,12/9/10 10:48,1291891680
537915,12/9/10 10:55,1291892100
537955,12/9/10 11:28,1291894080
537963,12/9/10 11:30,1291894200
537967,12/9/10 11:31,1291894260
537981,12/9/10 11:35,1291894500
537995,12/9/10 11:39,1291894740
538000,12/9/10 11:44,1291895040
538002,12/9/10 11:48,1291895280
538003,12/9/10 12:05,1291896300
538005,12/9/10 12:12,1291896720
538006,12/9/10 12:13,1291896780
538007,12/9/10 12:16,1291896960
538008,12/9/10 12:17,1291897020
538009,12/9/10 12:17,1291897020
538010,12/9/10 12:20,1291897200
538011,12/9/10 12:24,1291897440
538012,12/9/10 12:32,1291897920
538013,12/9/10 12:37,1291898220
538014,12/9/10 12:49,1291898940
538015,12/9/10 12:49,1291898940
538032,12/9/10 12:59,1291899540
538035,12/9/10 13:03,1291899780
538037,12/9/10 13:05,1291899900
538040,12/9/10 13:08,1291900080
538044,12/9/10 13:11,1291900260
538048,12/9/10 13:14,1291900440
538049,12/9/10 13:21,1291900860
538050,12/9/10 13:22,1291900920
538051,12/9/10 13:24,1291901040
